unitid,institution name,year,institution name,HD2013.Street address or post office box,HD2013.City location of institution,HD2013.State abbreviation,HD2013.ZIP code,HD2013.FIPS state code,HD2013.Geographic region,HD2013.Name of chief administrator,HD2013.Title of chief administrator,HD2013.General information telephone number,HD2013.Fax number,HD2013.Institution's internet website address,HD2013.Financial aid office web address,HD2013.Admissions office web address,HD2013.Online application web address,HD2013.Net price calculator web address,HD2013.Office of Postsecondary Education (OPE) ID Number,HD2013.OPE Title IV eligibility indicator code,HD2013.Employer Identification Number,HD2013.Multi-institution or multi-campus organization,HD2013.Identification number of multi-institution or multi-campus organization,HD2013.Name of multi-institution or multi-campus organization,HD2013.Sector of institution,HD2013.Level of institution,HD2013.Control of institution,HD2013.Highest level of offering,HD2013.Undergraduate offering,HD2013.Graduate offering,HD2013.Highest degree offered,HD2013.Degree-granting status,HD2013.Historically Black College or University,HD2013.Institution has hospital,HD2013.Institution grants a medical degree,HD2013.Tribal college,HD2013.Degree of urbanization (Urban-centric locale),HD2013.Fips County code,HD2013.County name,HD2013.Congressional district code,HD2013.Core Based Statistical Area (CBSA),HD2013.CBSA Type Metropolitan or Micropolitan,HD2013.Combined Statistical Area (CSA),HD2013.New England City and Town Area (NECTA),HD2013.Longitude location of institution,HD2013.Latitude location of institution,HD2013.Institution open to the general public,HD2013.Status of institution,HD2013.UNITID for merged schools,HD2013.Year institution was deleted from IPEDS,HD2013.Date institution closed,HD2013.Institution is active in current year,HD2013.Primarily postsecondary indicator,HD2013.Postsecondary institution indicator,HD2013.Postsecondary and Title IV institution indicator,"HD2013.Reporting method for student charges, graduation rates, retention rates and student financial aid",HD2013.Institutional category,HD2013.Carnegie Classification 2010: Basic,HD2013.Carnegie Classification 2010: Undergraduate Instructional Program,HD2013.Carnegie Classification 2010: Graduate Instructional Program,HD2013.Carnegie Classification 2010: Undergraduate Profile,HD2013.Carnegie Classification 2010: Enrollment Profile,HD2013.Carnegie Classification 2010: Size and Setting,HD2013.Land Grant Institution,HD2013.Carnegie Classification 2000,HD2013.Data Feedback Report comparison group category created by NCES,HD2013.Data Feedback Report - Institution submitted a custom comparison group,FLAGS2013.Status of IC component when institution was migrated,FLAGS2013.Revision status - Institutional Characteristics,FLAGS2013.Response status -  Institutional characteristics component,FLAGS2013.Type of imputation method Institutional Characteristics,FLAGS2013.Natural Disaster identification,HD2013.Institution name alias
216278,Susquehanna University,2013,Susquehanna University,514 University Ave,Selinsgrove,Pennsylvania,17870-1025,Pennsylvania,Mid East DE DC MD NJ NY PA,L. Jay Lemons,President,5703740101,,www.susqu.edu,www.susqu.edu/admissions/FinancialAid.asp,www.susqu.edu/admissions/,www.susqu.edu/admissions/4298.asp,collegecostcalculator.org/susquehannauniversity,336900,Participates in Title IV federal financial aid programs,231353385,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Bachelor's degree,Undergraduate degree or certificate offering,No graduate offering,Bachelor's degree,Degree-granting,No,No,No,No,Town: Distant,"Snyder County, PA",Snyder County,"PA, District 10","Selinsgrove, PA Micro Area",Micropolitan Statistical Area,"Bloomsburg-Berwick-Sunbury, PA CSA",Not applicable,-76.87521,40.79774,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges--Arts & Sciences,"Arts & sciences plus professions, no graduate coexistence",Not applicable,"Full-time four-year, selective, lower transfer-in",Exclusively undergraduate four-year,"Small four-year, highly residential",Not a Land Grant Institution,Baccalaureate Colleges--Liberal Arts,"Baccalaureate Colleges--Arts & Sciences, private not-for-profit /2 of 7","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,Susquahanna|Susquehana|Sesquehanna
216339,Temple University,2013,Temple University,1801 North Broad Street,Philadelphia,Pennsylvania,19122-6096,Pennsylvania,Mid East DE DC MD NJ NY PA,Neil D. Theobald,President,2152047000,,www.temple.edu,www.temple.edu/sfs,www.temple.edu/admissions,www.temple.edu/apply,npc.collegeboard.org/student/app/temple,337100,Participates in Title IV federal financial aid programs,231365971,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,Yes,Yes,No,City: Large,"Philadelphia County, PA",Philadelphia County,"PA, District 02","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Not applicable,-75.158267,39.980943,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Research Universities (high research activity),"Professions plus arts & sciences, high graduate coexistence",Comprehensive doctoral with medical/veterinary,"Full-time four-year, selective, higher transfer-in",High undergraduate,"Large four-year, primarily nonresidential",Not a Land Grant Institution,Doctoral/Research Universities--Extensive,"Research Universities (high research activity), public/1of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
216366,Thomas Jefferson University,2013,Thomas Jefferson University,1020 Walnut Street,Philadelphia,Pennsylvania,19107,Pennsylvania,Mid East DE DC MD NJ NY PA,"Stephen K. Klasko, M.D., M.B.A.",President,2159556000,,www.jefferson.edu,www.jefferson.edu/financialaid/,www.jefferson.edu,www.jefferson.edu,,1239300,Participates in Title IV federal financial aid programs,231352651,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,Yes,Yes,No,City: Large,"Philadelphia County, PA",Philadelphia County,"PA, District 01","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Not applicable,-75.158147,39.949062,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Medical schools and medical centers,"Not applicable, special focus institution","Not applicable, special focus institution","Not applicable, special focus institution",Majority graduate/professional,"Not applicable, special focus institution",Not a Land Grant Institution,Medical schools and medical centers,"Medical schools and medical centers, private not-for-profit","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
216597,Villanova University,2013,Villanova University,800 Lancaster Avenue,Villanova,Pennsylvania,19085-1699,Pennsylvania,Mid East DE DC MD NJ NY PA,"Peter M. Donohue, O.S.A.",President,6105194500,6105195000,www.villanova.edu,www1.villanova.edu/villanova/enroll/finaid.html,www1.villanova.edu/villanova/admission.html,www1.villanova.edu/villanova/admission/overview/undergrad.html,npc.collegeboard.org/student/app/villanova,338800,Participates in Title IV federal financial aid programs,231352688,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,Suburb: Large,"Delaware County, PA",Delaware County,"PA, District 07","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Not applicable,-75.345457,40.039388,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Balanced arts & sciences/professions, high graduate coexistence","Doctoral, professional dominant","Full-time four-year, more selective, lower transfer-in",High undergraduate,"Medium four-year, highly residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), private not-for-profit /1 of 7","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
216694,Waynesburg University,2013,Waynesburg University,51 W College St,Waynesburg,Pennsylvania,15370-1257,Pennsylvania,Mid East DE DC MD NJ NY PA,Doug Lee,President,7246278191,7248521098,www.waynesburg.edu,https://www.waynesburg.edu/web/financialaid,https://www.waynesburg.edu/web/admissions,apply.waynesburg.edu/,npc.collegeboard.org/student/app/waynesburg,339100,Participates in Title IV federal financial aid programs,250965603,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree -  professional practice,Degree-granting,No,No,No,No,Town: Distant,"Greene County, PA",Greene County,"PA, District 18",Not applicable,Not applicable,Not applicable,Not applicable,-80.18727,39.899419,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Professions plus arts & sciences, some graduate coexistence",Postbaccalaureate professional (business dominant),"Full-time four-year, selective, lower transfer-in",High undergraduate,"Small four-year, highly residential",Not a Land Grant Institution,Masters Colleges and Universities II,"Masters Colleges and Universities (larger programs), private not-for-profit /6 of 7","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,Waynesburg College
216764,West Chester University of Pennsylvania,2013,West Chester University of Pennsylvania,University Avenue and High Street,West Chester,Pennsylvania,19383,Pennsylvania,Mid East DE DC MD NJ NY PA,Dr. Greg R. Weisenstein,President,6104361000,6104363110,www.wcupa.edu,www.wcupa.edu/_services/fin_aid/,www.wcupa.edu/_admissions/sch_adm/,https://www.wcupa.edu/_admissions/sch_adm/applynow/,www.collegeportraits.org/PA/WCU/estimator/agree,332800,Participates in Title IV federal financial aid programs,232417773,Institution is part of a multi-institution or multi-campus organization,142050,Pennsylvania State System of Higher Education,"Public, 4-year or above",Four or more years,Public,Post-master's certificate,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,Suburb: Large,"Chester County, PA",Chester County,"PA, District 06","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Not applicable,-75.594631,39.949084,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Balanced arts & sciences/professions, some graduate coexistence",Postbaccalaureate comprehensive,"Full-time four-year, selective, higher transfer-in",High undergraduate,"Large four-year, primarily residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), public /1 of 5","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,WCU
216852,Widener University-Main Campus,2013,Widener University-Main Campus,One University Place,Chester,Pennsylvania,19013-5792,Pennsylvania,Mid East DE DC MD NJ NY PA,James T. Harris III,President,6104994000,6104994676,www.widener.edu,www.widener.edu/about/widener_leadership/administrative/enrollment/financial/default.aspx,www.widener.edu/admissions/,www.widener.edu/admissions/undergraduate/how_to_apply/default.aspx,www.widener.edu/admissions/undergraduate/admitted/financing_education.aspx,331300,Participates in Title IV federal financial aid programs,231386178,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,Suburb: Large,"Delaware County, PA",Delaware County,"PA, District 01","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Metropolitan Statistical Area,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",Not applicable,-75.356718,39.86158,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Doctoral/Research Universities,"Professions plus arts & sciences, some graduate coexistence","Doctoral, professional dominant","Full-time four-year, selective, lower transfer-in",Majority undergraduate,"Medium four-year, primarily residential",Not a Land Grant Institution,Doctoral/Research Universities--Intensive,"Doctoral/Research Universities, private not-for-profit and enrollment of a similar size","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
216931,Wilkes University,2013,Wilkes University,84 West South Street,Wilkes-Barre,Pennsylvania,18766,Pennsylvania,Mid East DE DC MD NJ NY PA,Patrick F. Leahy,President,5704085000,5704087830,www.wilkes.edu,www.wilkes.edu/pages/132.asp,www.wilkes.edu/pages/102.asp,www.wilkes.edu/pages/122.asp,www.wilkes.edu/pages/570.asp,339400,Participates in Title IV federal financial aid programs,240795506,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,City: Small,"Luzerne County, PA",Luzerne County,"PA, District 17","Scranton--Wilkes-Barre--Hazleton, PA Metro Area",Metropolitan Statistical Area,Not applicable,Not applicable,-75.88833,41.243204,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Balanced arts & sciences/professions, some graduate coexistence",Postbaccalaureate with arts & sciences (education dominant),"Full-time four-year, selective, lower transfer-in",Majority undergraduate,"Medium four-year, primarily residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), private not-for-profit /3 of 7","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,Wilkes
217156,Brown University,2013,Brown University,One Prospect Street,Providence,Rhode Island,2912,Rhode Island,New England CT ME MA NH RI VT,Christina Paxson,President,4018631000,,www.brown.edu,www.brown.edu/about/administration/financial-aid/,www.brown.edu/Administration/Admission/,https://www.commonapp.org,npc.collegeboard.org/student/app/brown,340100,Participates in Title IV federal financial aid programs,50258809,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,Yes,No,City: Midsize,"Providence County, RI",Providence County,"RI, District 01","Providence-Warwick, RI-MA Metro Area",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT CSA","Providence-Warwick, RI-MA Metropolitan NECTA",-71.404467,41.827605,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Research Universities (very high research activity),"Arts & sciences focus, high graduate coexistence",Comprehensive doctoral with medical/veterinary,"Full-time four-year, more selective, lower transfer-in",Majority undergraduate,"Medium four-year, highly residential",Not a Land Grant Institution,Doctoral/Research Universities--Extensive,"Research Universities (very high research activity), private not-for-profit","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
217165,Bryant University,2013,Bryant University,1150 Douglas Pike,Smithfield,Rhode Island,02917-1291,Rhode Island,New England CT ME MA NH RI VT,Ronald K. Machtley,President,4012326000,4012326319,www.bryant.edu,www.bryant.edu/admissions/cost-and-financial-aid/,www.bryant.edu/admissions/,www.bryant.edu/admissions/undergraduate-admissions/,www9.bryant.edu/wps/wcmresources/finaid/net_price_calculator/,340200,Participates in Title IV federal financial aid programs,50258810,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,Suburb: Large,"Providence County, RI",Providence County,"RI, District 01","Providence-Warwick, RI-MA Metro Area",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT CSA","Providence-Warwick, RI-MA Metropolitan NECTA",-71.539147,41.920149,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (medium programs),"Professions focus, some graduate coexistence",Postbaccalaureate with arts & sciences (business dominant),"Full-time four-year, more selective, lower transfer-in",Very high undergraduate,"Medium four-year, highly residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (medium programs), private not-for-profit /1 of 3","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
217235,Johnson & Wales University-Providence,2013,Johnson & Wales University-Providence,8 Abbott Park Place,Providence,Rhode Island,02903-3703,Rhode Island,New England CT ME MA NH RI VT,"Mim L. Runey, LP.D.",President-Providence Campus,4015981000,,www.jwu.edu,www.jwu.edu/financialaid/,www.jwu.edu/departments.aspx?id=53648,www.jwu.edu/content.aspx?id=54194#fbid=op4jjpc4JhU,jwu-providence.studentaidcalculator.com/survey.aspx,340400,Participates in Title IV federal financial aid programs,50306206,Institution is part of a multi-institution or multi-campus organization,200780,Johnson & Wales University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Degree-granting,No,No,No,No,City: Midsize,"Providence County, RI",Providence County,"RI, District 02","Providence-Warwick, RI-MA Metro Area",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT CSA","Providence-Warwick, RI-MA Metropolitan NECTA",-71.413322,41.820558,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),Associates Dominant,Single doctoral (education),"Full-time four-year, inclusive",High undergraduate,"Medium four-year, primarily residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), private not-for-profit /1 of 7","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
217484,University of Rhode Island,2013,University of Rhode Island,"Green Hall, 35 Campus Avenue",Kingston,Rhode Island,2881,Rhode Island,New England CT ME MA NH RI VT,David M. Dooley,President,4018741000,,www.uri.edu/,www.uri.edu/es/menus/finaid.html,www.uri.edu/admission,www.uri.edu/admission,www.collegeportraits.org/RI/URI/estimator/agree,341400,Participates in Title IV federal financial aid programs,3414000,Institution is part of a multi-institution or multi-campus organization,144010,Rhode Island Board of Education,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,Suburb: Large,"Washington County, RI",Washington County,"RI, District 02","Providence-Warwick, RI-MA Metro Area",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT CSA","Providence-Warwick, RI-MA Metropolitan NECTA",-71.527356,41.484691,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Research Universities (high research activity),"Balanced arts & sciences/professions, some graduate coexistence",Comprehensive doctoral (no medical/veterinary),"Full-time four-year, selective, higher transfer-in",High undergraduate,"Large four-year, primarily residential",Land Grant Institution,Doctoral/Research Universities--Extensive,"Research Universities (high research activity), public/1of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,URI
217518,Roger Williams University,2013,Roger Williams University,One Old Ferry Road,Bristol,Rhode Island,02809-2921,Rhode Island,New England CT ME MA NH RI VT,"Donald J. Farish, Ph.D., J.D.",President,4012531040,,www.rwu.edu,www.rwu.edu/admission/financialaid/,www.rwu.edu/admission/,https://www.commonapp.org/CommonApp/default.aspx,rwu.edu/net-price-calculator,341000,Participates in Title IV federal financial aid programs,50277222,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,Suburb: Large,"Bristol County, RI",Bristol County,"RI, District 01","Providence-Warwick, RI-MA Metro Area",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT CSA","Providence-Warwick, RI-MA Metropolitan NECTA",-71.261836,41.647314,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (smaller programs),"Balanced arts & sciences/professions, some graduate coexistence",Postbaccalaureate professional (other dominant fields),"Full-time four-year, selective, lower transfer-in",Very high undergraduate,"Medium four-year, highly residential",Not a Land Grant Institution,Baccalaureate Colleges--General,"Masters Colleges and Universities (smaller programs), private not-for-profit /1 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
217536,Salve Regina University,2013,Salve Regina University,100 Ochre Point Avenue,Newport,Rhode Island,02840-4192,Rhode Island,New England CT ME MA NH RI VT,Jane Gerety,President,4018476650,4018482823,www.salve.edu,www.salve.edu/admissions/undergraduate/costFinancialAid/,www.salve.edu/admissions,www.salve.edu/admissions/undergraduate/applying,npc.collegeboard.org/student/app/salve,341100,Participates in Title IV federal financial aid programs,50259080,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Degree-granting,No,No,No,No,Suburb: Large,"Newport County, RI",Newport County,"RI, District 01","Providence-Warwick, RI-MA Metro Area",Metropolitan Statistical Area,"Boston-Worcester-Providence, MA-RI-NH-CT CSA","Providence-Warwick, RI-MA Metropolitan NECTA",-71.301125,41.471445,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (medium programs),"Professions plus arts & sciences, some graduate coexistence",Single doctoral (other field),"Full-time four-year, selective, lower transfer-in",High undergraduate,"Small four-year, highly residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (medium programs), private not-for-profit /2 of 3","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
217624,Allen University,2013,Allen University,1530 Harden Street,Columbia,South Carolina,29204,South Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Dr. Pamela Wilson,President,8033765700,8033765733,allenuniversity.edu,allenuniversity.edu,allenuniversity.edu,allenuniversity.edu,www.allenuniversity.edu/npcalc.htm,341700,Participates in Title IV federal financial aid programs,570341191,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Bachelor's degree,Undergraduate degree or certificate offering,No graduate offering,Bachelor's degree,Degree-granting,Yes,No,No,No,City: Midsize,"Richland County, SC",Richland County,"SC, District 06","Columbia, SC Metro Area",Metropolitan Statistical Area,"Columbia-Orangeburg-Newberry, SC CSA",Not applicable,-81.020045,34.010348,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges--Arts & Sciences,"Arts & sciences plus professions, no graduate coexistence",Not applicable,"Full-time four-year, inclusive",Exclusively undergraduate four-year,"Very small four-year, highly residential",Not a Land Grant Institution,Baccalaureate Colleges--General,"Baccalaureate Colleges--Arts & Sciences, private not-for-profit /6 of 7","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
217633,Anderson University,2013,Anderson University,316 Boulevard,Anderson,South Carolina,29621-4035,South Carolina,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Evans Whitaker,President,8642312000,8642312033,www.andersonuniversity.edu,www.andersonuniversity.edu/finaid.aspx?,www.andersonuniversity.edu/admissions.aspx,www.andersonuniversity.edu/admissions.aspx?id=2135,www.andersonuniversity.edu/netpricecalculator/npcalc.htm,341800,Participates in Title IV federal financial aid programs,570324906,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Degree-granting,No,No,No,No,City: Small,"Anderson County, SC",Anderson County,"SC, District 03","Greenville-Anderson-Mauldin, SC Metro Area",Metropolitan Statistical Area,"Greenville-Spartanburg-Anderson, SC CSA",Not applicable,-82.640205,34.515506,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges--Diverse Fields,"Professions plus arts & sciences, no graduate coexistence",Single postbaccalaureate (education),"Full-time four-year, selective, lower transfer-in",Very high undergraduate,"Small four-year, highly residential",Not a Land Grant Institution,Baccalaureate Colleges--General,"Baccalaureate Colleges--Diverse Fields, private not-for-profit /1 of 8","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,AU
